FIPS,Class,Geographic Name,Geographic Subtype,Total Vote,Democratic,Republican,Independent,Green,Libertarian,Constitution,Independent American,Personal Choice,Socialist Workers,Socialist,Write-ins,State1,State2,State3,State4,State5,State6,State7
fips,class,name,type,totalvote,vote1,vote2,vote3,vote4,vote5,vote6,vote7,vote8,vote9,vote10,vote11,vote12,vote13,vote14,vote15,vote16,vote17,vote18
18183,1,Whitley,County,14696,5157,8584,0,0,955,0,0,0,0,0,0,0,0,0,0,0,0,0
23001,1,Androscoggin,County,52031,6824,15641,27629,0,437,0,0,0,0,0,0,555,945,0,0,0,0,0
23003,1,Aroostook,County,32956,5263,11547,14897,0,344,0,0,0,0,0,0,349,556,0,0,0,0,0
23005,1,Cumberland,County,161448,21149,42336,93746,0,1017,0,0,0,0,0,0,995,2205,0,0,0,0,0
23007,1,Franklin,County,16055,2096,4819,8552,0,116,0,0,0,0,0,0,157,315,0,0,0,0,0
23009,1,Hancock,County,30239,4177,9698,15456,0,226,0,0,0,0,0,0,198,484,0,0,0,0,0
23011,1,Kennebec,County,62743,8131,19216,33438,0,532,0,0,0,0,0,0,575,851,0,0,0,0,0
23013,1,Knox,County,21721,2533,6129,12533,0,159,0,0,0,0,0,0,159,208,0,0,0,0,0
23015,1,Lincoln,County,20544,1857,6639,11515,0,143,0,0,0,0,0,0,161,229,0,0,0,0,0
23017,1,Oxford,County,28928,3886,8688,15283,0,292,0,0,0,0,0,0,280,499,0,0,0,0,0
23019,1,Penobscot,County,75429,9633,27913,35517,0,583,0,0,0,0,0,0,683,1100,0,0,0,0,0
23021,1,Piscataquis,County,8787,911,3522,4016,0,126,0,0,0,0,0,0,76,136,0,0,0,0,0
23023,1,Sagadahoc,County,20652,1818,5789,12422,0,164,0,0,0,0,0,0,258,201,0,0,0,0,0
23025,1,Somerset,County,24341,3387,8986,11045,0,302,0,0,0,0,0,0,242,379,0,0,0,0,0
23027,1,Waldo,County,20537,2525,6922,10392,0,210,0,0,0,0,0,0,181,307,0,0,0,0,0
23029,1,Washington,County,15269,2249,5739,6662,0,163,0,0,0,0,0,0,174,282,0,0,0,0,0
23031,1,York,County,106008,15759,31228,55958,0,767,0,0,0,0,0,0,726,1570,0,0,0,0,0
24001,1,Allegany,County,28479,9507,14667,3920,0,367,0,0,0,0,0,14,0,0,4,0,0,0,0
24003,1,Anne Arundel,County,254196,108328,93804,48503,0,3320,0,0,0,0,0,206,15,0,15,5,0,0,0
24005,1,Baltimore,County,377347,198290,95297,78887,0,4434,0,0,0,0,0,362,38,6,24,9,0,0,0
24009,1,Calvert,County,43940,17296,17272,8806,0,523,0,0,0,0,0,36,3,2,1,1,0,0,0
24011,1,Caroline,County,13036,4423,5898,2575,0,122,0,0,0,0,0,16,1,1,0,0,0,0,0
24013,1,Carroll,County,85549,22837,41795,19733,0,1118,0,0,0,0,0,59,1,0,6,0,0,0,0
24015,1,Cecil,County,41179,14994,18452,7137,0,549,0,0,0,0,0,38,3,4,0,2,0,0,0
24017,1,Charles,County,73205,42638,16752,13036,0,721,0,0,0,0,0,57,1,0,0,0,0,0,0
24019,1,Dorchester,County,14793,6552,5526,2567,0,132,0,0,0,0,0,14,2,0,0,0,0,0,0
24021,1,Frederick,County,113469,45161,48563,17913,0,1720,0,0,0,0,0,97,5,1,6,3,0,0,0
24023,1,Garrett,County,12372,3448,8263,492,0,163,0,0,0,0,0,5,0,1,0,0,0,0,0
24025,1,Harford,County,123487,43274,45404,33148,0,1535,0,0,0,0,0,112,8,0,3,3,0,0,0
24027,1,Howard,County,149582,80265,42892,23815,0,2462,0,0,0,0,0,128,11,0,8,1,0,0,0
24029,1,Kent,County,9700,4312,3608,1660,0,88,0,0,0,0,0,30,0,1,1,0,0,0,0
24031,1,Montgomery,County,443581,293715,94010,49611,0,5790,0,0,0,0,0,398,20,0,34,3,0,0,0
24033,1,Prince George's,County,375648,305771,25080,40937,0,3521,0,0,0,0,0,310,15,1,13,0,0,0,0
24035,1,Queen Anne's,County,24514,7385,12540,4344,0,217,0,0,0,0,0,18,4,4,1,1,0,0,0
24037,1,St. Mary's,County,45876,17566,19480,8065,0,723,0,0,0,0,0,39,1,0,0,2,0,0,0
24039,1,Somerset,County,10035,4686,3568,1682,0,86,0,0,0,0,0,10,2,0,0,1,0,0,0
24041,1,Talbot,County,20020,8100,8986,2729,0,173,0,0,0,0,0,28,3,0,1,0,0,0,0
24043,1,Washington,County,60516,19702,28161,11788,0,824,0,0,0,0,0,36,3,0,2,0,0,0,0
24045,1,Wicomico,County,40987,16974,15072,8426,0,452,0,0,0,0,0,58,1,0,1,3,0,0,0
24047,1,Worcester,County,26720,9676,11270,5436,0,282,0,0,0,0,0,43,0,0,0,13,0,0,0
24510,1,Baltimore,City,245003,189128,16931,35724,0,2930,0,0,0,0,0,232,26,0,31,1,0,0,0
25001,1,Barnstable,County,132916,63277,69597,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0
25003,1,Berkshire,County,63971,45256,18683,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
25005,1,Bristol,County,240291,125906,114277,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0
25007,1,Dukes,County,10912,7387,3520,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
25009,1,Essex,County,365275,180861,184225,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0
25011,1,Franklin,County,37636,25114,12495,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0
25013,1,Hampden,County,199168,108414,90538,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0
25015,1,Hampshire,County,81319,53417,27827,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0
25017,1,Middlesex,County,751691,420142,331004,0,0,0,0,0,0,0,0,545,0,0,0,0,0,0,0
25019,1,Nantucket,County,6091,3435,2653,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
25021,1,Norfolk,County,355679,174269,181187,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0
25023,1,Plymouth,County,255952,111643,144172,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0
25025,1,Suffolk,County,287541,208779,78469,0,0,0,0,0,0,0,0,293,0,0,0,0,0,0,0
25027,1,Worcester,County,368111,168446,199401,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0
26001,1,Alcona,County,6035,3047,2812,0,32,88,38,0,0,0,0,0,18,0,0,0,0,0,0
26003,1,Alger,County,4549,2575,1809,0,32,88,27,0,0,0,0,0,18,0,0,0,0,0,0
26005,1,Allegan,County,52105,21842,28350,0,313,982,453,0,0,0,0,0,165,0,0,0,0,0,0
26007,1,Alpena,County,13905,7910,5561,0,83,237,82,0,0,0,0,0,32,0,0,0,0,0,0
26009,1,Antrim,County,13068,5785,6834,0,102,225,90,0,0,0,0,0,32,0,0,0,0,0,0
26011,1,Arenac,County,7662,4411,2940,0,41,164,66,0,0,0,0,0,40,0,0,0,0,0,0
26013,1,Baraga,County,3429,1929,1392,0,22,53,27,0,0,0,0,0,6,0,0,0,0,0,0
26015,1,Barry,County,28239,12614,14581,0,181,545,238,0,0,0,0,0,80,0,0,0,0,0,0
26017,1,Bay,County,52537,31840,18940,0,275,999,342,0,0,0,0,0,141,0,0,0,0,0,0
26019,1,Benzie,County,9736,5096,4331,0,66,155,59,0,0,0,0,0,29,0,0,0,0,0,0
26021,1,Berrien,County,70975,32855,35610,0,478,1330,512,0,0,0,0,0,190,0,0,0,0,0,0
26023,1,Branch,County,16856,7775,8470,0,97,291,152,0,0,0,0,0,71,0,0,0,0,0,0
26025,1,Calhoun,County,57416,31237,24204,0,340,1023,430,0,0,0,0,0,182,0,0,0,0,0,0
26027,1,Cass,County,21942,9426,11673,0,153,390,198,0,0,0,0,0,102,0,0,0,0,0,0
26029,1,Charlevoix,County,13898,6591,6830,0,129,222,87,0,0,0,0,0,39,0,0,0,0,0,0
26031,1,Cheboygan,County,13141,6872,5825,0,75,235,104,0,0,0,0,0,30,0,0,0,0,0,0
26033,1,Chippewa,County,15394,8581,6231,0,108,325,107,0,0,0,0,0,42,0,0,0,0,0,0
26035,1,Clare,County,13282,7749,5015,0,74,261,132,0,0,0,0,0,51,0,0,0,0,0,0
26037,1,Clinton,County,38594,20286,17272,0,165,608,196,0,0,0,0,0,67,0,0,0,0,0,0
26039,1,Crawford,County,6712,3555,2902,0,33,117,69,0,0,0,0,0,36,0,0,0,0,0,0
26041,1,Delta,County,17737,9875,7333,0,82,299,105,0,0,0,0,0,43,0,0,0,0,0,0
26043,1,Dickinson,County,12511,6180,5928,0,60,192,105,0,0,0,0,0,46,0,0,0,0,0,0
26045,1,Eaton,County,54004,30403,21762,0,372,959,360,0,0,0,0,0,148,0,0,0,0,0,0
26047,1,Emmet,County,17524,8028,8912,0,142,325,90,0,0,0,0,0,27,0,0,0,0,0,0
26049,1,Genesee,County,200682,137711,56502,0,1175,3524,1261,0,0,0,0,0,509,0,0,0,0,0,0
26051,1,Gladwin,County,12355,7046,4909,0,55,212,95,0,0,0,0,0,38,0,0,0,0,0,0
26053,1,Gogebic,County,7442,4477,2724,0,49,111,54,0,0,0,0,0,27,0,0,0,0,0,0
26055,1,Grand Traverse,County,47289,22158,23487,0,446,878,213,0,0,0,0,0,107,0,0,0,0,0,0
26057,1,Gratiot,County,15799,8978,6341,0,93,242,110,0,0,0,0,0,35,0,0,0,0,0,0
26059,1,Hillsdale,County,18773,8287,9724,0,140,379,163,0,0,0,0,0,80,0,0,0,0,0,0
26061,1,Houghton,County,15113,7750,6815,0,116,340,58,0,0,0,0,0,34,0,0,0,0,0,0
26063,1,Huron,County,15252,9174,5702,0,64,173,92,0,0,0,0,0,47,0,0,0,0,0,0
26065,1,Ingham,County,126033,84547,37503,0,894,2284,547,0,0,0,0,0,258,0,0,0,0,0,0
26067,1,Ionia,County,25363,12365,12006,0,155,535,220,0,0,0,0,0,82,0,0,0,0,0,0
26069,1,Iosco,County,13148,7566,5120,0,91,218,101,0,0,0,0,0,52,0,0,0,0,0,0
26071,1,Iron,County,5884,3211,2448,0,42,106,48,0,0,0,0,0,29,0,0,0,0,0,0
26073,1,Isabella,County,23672,14340,8489,0,183,447,147,0,0,0,0,0,66,0,0,0,0,0,0
26075,1,Jackson,County,68241,35730,30157,0,408,1301,461,0,0,0,0,0,184,0,0,0,0,0,0
26077,1,Kalamazoo,County,120970,69072,47608,0,1000,2389,618,0,0,0,0,0,282,0,0,0,1,0,0
26079,1,Kalkaska,County,8170,3859,3940,0,79,192,73,0,0,0,0,0,27,0,0,0,0,0,0
26081,1,Kent,County,289597,135093,145033,0,2027,5602,1279,0,0,0,0,0,555,5,1,1,1,0,0
26083,1,Keweenaw,County,1369,694,628,0,10,21,12,0,0,0,0,0,4,0,0,0,0,0,0
26085,1,Lake,County,5223,2997,2028,0,25,89,56,0,0,0,0,0,28,0,0,0,0,0,0
26087,1,Lapeer,County,42432,22070,18798,0,248,845,333,0,0,0,0,0,138,0,0,0,0,0,0
26089,1,Leelanau,County,14071,7089,6609,0,85,212,41,0,0,0,0,0,35,0,0,0,0,0,0
26091,1,Lenawee,County,43654,22803,19081,0,282,1032,317,0,0,0,0,0,139,0,0,0,0,0,0
26093,1,Livingston,County,96448,41738,51329,0,501,2209,509,0,0,0,0,0,162,0,0,0,0,0,0
26095,1,Luce,County,2557,1307,1174,0,12,37,23,0,0,0,0,0,4,0,0,0,0,0,0
26097,1,Mackinac,County,6021,3174,2696,0,31,64,39,0,0,0,0,0,17,0,0,0,0,0,0
26099,1,Macomb,County,395070,236071,146108,0,2018,7752,2278,0,0,0,0,0,843,0,0,0,0,0,0
26101,1,Manistee,County,12310,6998,4906,0,93,189,79,0,0,0,0,0,45,0,0,0,0,0,0
26103,1,Marquette,County,31792,20280,10511,0,242,566,126,0,0,0,0,0,67,0,0,0,0,0,0
26105,1,Mason,County,14451,7356,6689,0,97,184,90,0,0,0,0,0,35,0,0,0,0,0,0
26107,1,Mecosta,County,16728,8469,7670,0,88,293,148,0,0,0,0,0,60,0,0,0,0,0,0
26109,1,Menominee,County,10466,5639,4492,0,64,151,90,0,0,0,0,0,30,0,0,0,0,0,0
26111,1,Midland,County,41209,19826,20040,0,179,836,238,0,0,0,0,0,90,0,0,0,0,0,0
26113,1,Missaukee,County,6944,2748,3991,0,40,76,57,0,0,0,0,0,32,0,0,0,0,0,0
26115,1,Monroe,County,70179,39700,28089,0,370,1354,460,0,0,0,0,0,206,0,0,0,0,0,0
26117,1,Montcalm,County,25150,12836,11391,0,143,475,228,0,0,0,0,0,77,0,0,0,0,0,0
26119,1,Montmorency,County,4994,2510,2284,0,25,94,61,0,0,0,0,0,20,0,0,0,0,0,0
26121,1,Muskegon,County,75147,45417,27253,0,518,1260,512,0,0,0,0,0,187,0,0,0,0,0,0
26123,1,Newaygo,County,21313,9632,10941,0,126,350,199,0,0,0,0,0,65,0,0,0,0,0,0
26125,1,Oakland,County,638848,367034,251995,0,3682,12528,2438,0,0,0,0,0,1159,4,7,1,0,0,0
26127,1,Oceana,County,11342,5469,5520,0,69,154,92,0,0,0,0,0,38,0,0,0,0,0,0
26129,1,Ogemaw,County,10135,5875,3877,0,69,180,96,0,0,0,0,0,38,0,0,0,0,0,0
26131,1,Ontonagon,County,3457,1956,1399,0,22,46,22,0,0,0,0,0,12,0,0,0,0,0,0
26133,1,Osceola,County,10184,4809,5002,0,77,162,100,0,0,0,0,0,34,0,0,0,0,0,0
26135,1,Oscoda,County,3980,1938,1848,0,25,102,43,0,0,0,0,0,24,0,0,0,0,0,0
26137,1,Otsego,County,11702,5421,5846,0,78,231,87,0,0,0,0,0,39,0,0,0,0,0,0
26139,1,Ottawa,County,131177,43807,83853,0,663,2122,544,0,0,0,0,0,188,0,0,0,0,0,0
26141,1,Presque Isle,County,7006,3818,2946,0,46,124,42,0,0,0,0,0,30,0,0,0,0,0,0
26143,1,Roscommon,County,12829,7357,5071,0,65,201,102,0,0,0,0,0,33,0,0,0,0,0,0
26145,1,Saginaw,County,96337,59918,33915,0,432,1395,438,0,0,0,0,0,239,0,0,0,0,0,0
26147,1,St. Clair,County,72815,41107,29079,0,410,1494,512,0,0,0,0,0,212,1,0,0,0,0,0
26149,1,St. Joseph,County,22919,10767,11311,0,160,396,204,0,0,0,0,0,81,0,0,0,0,0,0
26151,1,Sanilac,County,18180,9665,7959,0,84,297,110,0,0,0,0,0,65,0,0,0,0,0,0
26153,1,Schoolcraft,County,3945,2201,1627,0,17,70,21,0,0,0,0,0,9,0,0,0,0,0,0
26155,1,Shiawassee,County,33195,19103,12796,0,196,680,311,0,0,0,0,0,109,0,0,0,0,0,0
26157,1,Tuscola,County,25609,13922,10666,0,195,465,261,0,0,0,0,0,100,0,0,0,0,0,0
26159,1,Van Buren,County,32301,17166,14024,0,217,546,249,0,0,0,0,0,96,0,0,0,3,0,0
26161,1,Washtenaw,County,176563,122094,48514,0,1723,3351,577,0,0,0,0,0,292,12,0,0,0,0,0
26163,1,Wayne,County,803115,608169,172365,0,3861,12519,4122,0,0,0,0,0,2047,26,2,2,2,0,0
26165,1,Wexford,County,14717,7050,7040,0,130,282,162,0,0,0,0,0,53,0,0,0,0,0,0
27001,1,Aitkin,County,8831,5628,2810,249,0,0,0,0,0,0,0,8,95,41,0,0,0,0,0
27003,1,Anoka,County,181359,113611,59991,4792,0,0,0,0,0,0,0,132,2021,812,0,0,0,0,0
27005,1,Becker,County,15891,8998,6095,558,0,0,0,0,0,0,0,11,145,84,0,0,0,0,0
27007,1,Beltrami,County,21310,13604,6710,603,0,0,0,0,0,0,0,14,241,138,0,0,0,0,0
27009,1,Benton,County,18827,11542,6267,624,0,0,0,0,0,0,0,16,279,99,0,0,0,0,0
27011,1,Big Stone,County,2731,1818,788,92,0,0,0,0,0,0,0,2,19,12,0,0,0,0,0
27013,1,Blue Earth,County,32626,21289,9338,1119,0,0,0,0,0,0,0,54,664,162,0,0,0,0,0
27015,1,Brown,County,13584,8149,4803,420,0,0,0,0,0,0,0,5,161,46,0,0,0,0,0
27017,1,Carlton,County,17980,13054,4290,406,0,0,0,0,0,0,0,11,163,56,0,0,0,0,0
27019,1,Carver,County,51294,28205,21378,1094,0,0,0,0,0,0,0,37,423,157,0,0,0,0,0
27021,1,Cass,County,15653,8996,5930,474,0,0,0,0,0,0,0,10,159,84,0,0,0,0,0
27023,1,Chippewa,County,6054,4176,1592,183,0,0,0,0,0,0,0,4,68,31,0,0,0,0,0
27025,1,Chisago,County,28333,16758,10371,766,0,0,0,0,0,0,0,21,290,127,0,0,0,0,0
27027,1,Clay,County,27774,18607,8064,753,0,0,0,0,0,0,0,18,227,105,0,0,0,0,0
27029,1,Clearwater,County,4081,2172,1709,127,0,0,0,0,0,0,0,0,50,23,0,0,0,0,0
27031,1,Cook,County,3198,2263,820,76,0,0,0,0,0,0,0,2,24,13,0,0,0,0,0
27033,1,Cottonwood,County,5740,3457,1985,204,0,0,0,0,0,0,0,4,57,33,0,0,0,0,0
27035,1,Crow Wing,County,33753,19568,12467,1137,0,0,0,0,0,0,0,26,388,167,0,0,0,0,0
27037,1,Dakota,County,224529,139161,77031,5223,0,0,0,0,0,0,0,185,1998,931,0,0,0,0,0
27039,1,Dodge,County,10044,5926,3627,326,0,0,0,0,0,0,0,6,123,36,0,0,0,0,0
27041,1,Douglas,County,20357,12199,7233,646,0,0,0,0,0,0,0,13,168,98,0,0,0,0,0
27043,1,Faribault,County,7519,4788,2377,220,0,0,0,0,0,0,0,3,96,35,0,0,0,0,0
27045,1,Fillmore,County,10522,6810,3100,301,0,0,0,0,0,0,0,1,273,37,0,0,0,0,0
27047,1,Freeborn,County,16237,11107,4406,475,0,0,0,0,0,0,0,6,180,63,0,0,0,0,0
27049,1,Goodhue,County,25226,15777,8277,771,0,0,0,0,0,0,0,14,284,103,0,0,0,0,0
27051,1,Grant,County,3422,2222,1036,117,0,0,0,0,0,0,0,1,38,8,0,0,0,0,0
27053,1,Hennepin,County,658864,469119,165612,13528,0,0,0,0,0,0,0,721,6267,3617,0,0,0,0,0
27055,1,Houston,County,9989,5174,3909,368,0,0,0,0,0,0,0,6,465,67,0,0,0,0,0
27057,1,Hubbard,County,11182,6353,4311,340,0,0,0,0,0,0,0,13,119,46,0,0,0,0,0
27059,1,Isanti,County,19506,11131,7438,594,0,0,0,0,0,0,0,23,220,100,0,0,0,0,0
27061,1,Itasca,County,23181,15382,6967,556,0,0,0,0,0,0,0,11,172,93,0,0,0,0,0
27063,1,Jackson,County,5285,3157,1802,216,0,0,0,0,0,0,0,2,77,31,0,0,0,0,0
27065,1,Kanabec,County,7872,4819,2697,200,0,0,0,0,0,0,0,3,122,31,0,0,0,0,0
27067,1,Kandiyohi,County,20861,13033,6990,561,0,0,0,0,0,0,0,7,182,88,0,0,0,0,0
27069,1,Kittson,County,2374,1674,625,52,0,0,0,0,0,0,0,0,13,10,0,0,0,0,0
27071,1,Koochiching,County,6255,4315,1704,145,0,0,0,0,0,0,0,2,67,22,0,0,0,0,0
27073,1,Lac Qui Parle,County,3893,2674,1035,142,0,0,0,0,0,0,0,1,22,19,0,0,0,0,0
27075,1,Lake,County,6618,4678,1702,124,0,0,0,0,0,0,0,15,62,37,0,0,0,0,0
27077,1,Lake of the Woods,County,2163,1218,839,82,0,0,0,0,0,0,0,1,13,10,0,0,0,0,0
27079,1,Le Sueur,County,14347,9144,4489,424,0,0,0,0,0,0,0,15,192,83,0,0,0,0,0
27081,1,Lincoln,County,3013,1712,1112,137,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0
27083,1,Lyon,County,12043,7320,4085,442,0,0,0,0,0,0,0,7,130,59,0,0,0,0,0
27085,1,McLeod,County,18113,10553,6617,618,0,0,0,0,0,0,0,14,205,106,0,0,0,0,0
27087,1,Mahnomen,County,2125,1483,531,65,0,0,0,0,0,0,0,2,27,17,0,0,0,0,0
27089,1,Marshall,County,4586,2973,1448,121,0,0,0,0,0,0,0,2,29,13,0,0,0,0,0
27091,1,Martin,County,10663,6167,3924,350,0,0,0,0,0,0,0,3,164,55,0,0,0,0,0
27093,1,Meeker,County,11969,7111,4224,428,0,0,0,0,0,0,0,6,156,44,0,0,0,0,0
27095,1,Mille Lacs,County,12652,7737,4234,390,0,0,0,0,0,0,0,9,202,80,0,0,0,0,0
27097,1,Morrison,County,16113,9233,6027,561,0,0,0,0,0,0,0,12,176,104,0,0,0,0,0
27099,1,Mower,County,17954,12475,4443,599,0,0,0,0,0,0,0,8,365,64,0,0,0,0,0
27101,1,Murray,County,4653,2674,1715,187,0,0,0,0,0,0,0,2,54,21,0,0,0,0,0
27103,1,Nicollet,County,17726,11968,4912,504,0,0,0,0,0,0,0,15,246,81,0,0,0,0,0
27105,1,Nobles,County,8179,4587,3024,382,0,0,0,0,0,0,0,5,110,71,0,0,0,0,0
27107,1,Norman,County,3126,2262,749,76,0,0,0,0,0,0,0,2,24,13,0,0,0,0,0
27109,1,Olmsted,County,75226,46067,25721,2097,0,0,0,0,0,0,0,73,1005,263,0,0,0,0,0
27111,1,Otter Tail,County,30906,16542,12931,996,0,0,0,0,0,0,0,13,269,155,0,0,0,0,0
27113,1,Pennington,County,6343,4098,1956,175,0,0,0,0,0,0,0,3,66,45,0,0,0,0,0
27115,1,Pine,County,13459,8449,4269,405,0,0,0,0,0,0,0,7,266,63,0,0,0,0,0
27117,1,Pipestone,County,4480,1981,2228,184,0,0,0,0,0,0,0,1,49,37,0,0,0,0,0
27119,1,Polk,County,14150,8975,4555,401,0,0,0,0,0,0,0,10,131,78,0,0,0,0,0
27121,1,Pope,County,6105,4005,1831,185,0,0,0,0,0,0,0,1,61,22,0,0,0,0,0
27123,1,Ramsey,County,267912,196972,58824,6826,0,0,0,0,0,0,0,353,2978,1959,0,0,0,0,0
27125,1,Red Lake,County,1925,1306,527,62,0,0,0,0,0,0,0,1,20,9,0,0,0,0,0
27127,1,Redwood,County,7604,4494,2741,244,0,0,0,0,0,0,0,3,92,30,0,0,0,0,0
27129,1,Renville,County,7573,4996,2215,233,0,0,0,0,0,0,0,8,82,39,0,0,0,0,0
27131,1,Rice,County,30969,20657,8943,831,0,0,0,0,0,0,0,29,351,158,0,0,0,0,0
27133,1,Rock,County,4691,2148,2245,210,0,0,0,0,0,0,0,1,60,27,0,0,0,0,0
27135,1,Roseau,County,7180,4009,2835,232,0,0,0,0,0,0,0,1,56,47,0,0,0,0,0
27137,1,St. Louis,County,111856,82504,25684,2187,0,0,0,0,0,0,0,122,929,430,0,0,0,0,0
27139,1,Scott,County,68938,39072,26941,1910,0,0,0,0,0,0,0,61,689,265,0,0,0,0,0
27141,1,Sherburne,County,45233,25020,18290,1240,0,0,0,0,0,0,0,33,489,161,0,0,0,0,0
27143,1,Sibley,County,7642,4603,2667,247,0,0,0,0,0,0,0,5,84,36,0,0,0,0,0
27145,1,Stearns,County,75431,46312,25373,2394,0,0,0,0,0,0,0,88,925,339,0,0,0,0,0
27147,1,Steele,County,18525,11781,5716,643,0,0,0,0,0,0,0,10,282,93,0,0,0,0,0
27149,1,Stevens,County,5497,3456,1820,138,0,0,0,0,0,0,0,8,41,34,0,0,0,0,0
27151,1,Swift,County,5006,3497,1285,147,0,0,0,0,0,0,0,2,54,21,0,0,0,0,0
27153,1,Todd,County,11480,6796,4139,359,0,0,0,0,0,0,0,16,125,45,0,0,0,0,0
27155,1,Traverse,County,1803,1222,505,52,0,0,0,0,0,0,0,1,13,10,0,0,0,0,0
27157,1,Wabasha,County,11400,7142,3705,356,0,0,0,0,0,0,0,4,152,41,0,0,0,0,0
27159,1,Wadena,County,6585,3541,2753,183,0,0,0,0,0,0,0,4,72,32,0,0,0,0,0
27161,1,Waseca,County,9541,6063,2988,316,0,0,0,0,0,0,0,4,130,40,0,0,0,0,0
27163,1,Washington,County,138462,88581,45135,3103,0,0,0,0,0,0,0,107,1059,477,0,0,0,0,0
27165,1,Watonwan,County,4989,3373,1388,137,0,0,0,0,0,0,0,3,63,25,0,0,0,0,0
27167,1,Wilkin,County,3129,1881,1114,86,0,0,0,0,0,0,0,2,30,16,0,0,0,0,0
27169,1,Winona,County,25624,15463,8360,1007,0,0,0,0,0,0,0,41,592,161,0,0,0,0,0
27171,1,Wright,County,66030,36038,27072,1851,0,0,0,0,0,0,0,54,719,296,0,0,0,0,0
27173,1,Yellow Medicine,County,5333,3540,1558,154,0,0,0,0,0,0,0,2,56,23,0,0,0,0,0
28001,1,Adams,County,14517,8207,6052,0,0,0,135,0,0,0,0,0,123,0,0,0,0,0,0
28003,1,Alcorn,County,14442,3722,10417,0,0,0,175,0,0,0,0,0,128,0,0,0,0,0,0
28005,1,Amite,County,7461,2959,4315,0,0,0,82,0,0,0,0,0,105,0,0,0,0,0,0
28007,1,Attala,County,8687,3492,5037,0,0,0,98,0,0,0,0,0,60,0,0,0,0,0,0
28009,1,Benton,County,3969,1866,2010,0,0,0,46,0,0,0,0,0,47,0,0,0,0,0,0
28011,1,Bolivar,County,13688,8277,4939,0,0,0,272,0,0,0,0,0,200,0,0,0,0,0,0
28013,1,Calhoun,County,6956,2216,4626,0,0,0,61,0,0,0,0,0,53,0,0,0,0,0,0
28015,1,Carroll,County,5728,1738,3881,0,0,0,63,0,0,0,0,0,46,0,0,0,0,0,0
28017,1,Chickasaw,County,8304,3935,4223,0,0,0,82,0,0,0,0,0,64,0,0,0,0,0,0
28019,1,Choctaw,County,4152,1237,2835,0,0,0,42,0,0,0,0,0,38,0,0,0,0,0,0
28021,1,Claiborne,County,5115,4129,843,0,0,0,56,0,0,0,0,0,87,0,0,0,0,0,0
28023,1,Clarke,County,8008,2727,4996,0,0,0,132,0,0,0,0,0,153,0,0,0,0,0,0
28025,1,Clay,County,10814,6067,4579,0,0,0,92,0,0,0,0,0,76,0,0,0,0,0,0
28027,1,Coahoma,County,9766,6807,2769,0,0,0,91,0,0,0,0,0,99,0,0,0,0,0,0
28029,1,Copiah,County,13412,6672,6446,0,0,0,130,0,0,0,0,0,164,0,0,0,0,0,0
28031,1,Covington,County,9090,3382,5440,0,0,0,101,0,0,0,0,0,167,0,0,0,0,0,0
28033,1,DeSoto,County,64430,21255,41912,0,0,0,798,0,0,0,0,0,465,0,0,0,0,0,0
28035,1,Forrest,County,29532,12053,16659,0,0,0,405,0,0,0,0,0,415,0,0,0,0,0,0
28037,1,Franklin,County,4362,1579,2686,0,0,0,45,0,0,0,0,0,52,0,0,0,0,0,0
28039,1,George,County,9540,1751,7434,0,0,0,183,0,0,0,0,0,172,0,0,0,0,0,0
28041,1,Greene,County,5650,1462,3884,0,0,0,113,0,0,0,0,0,191,0,0,0,0,0,0
28043,1,Grenada,County,10942,4963,5857,0,0,0,68,0,0,0,0,0,54,0,0,0,0,0,0
28045,1,Hancock,County,16709,4037,11980,0,0,0,363,0,0,0,0,0,329,0,0,0,0,0,0
28047,1,Harrison,County,62297,20452,40061,0,0,0,967,0,0,0,0,0,817,0,0,0,0,0,0
28049,1,Hinds,County,100113,67329,31183,0,0,0,838,0,0,0,0,0,763,0,0,0,0,0,0
28051,1,Holmes,County,8378,6389,1731,0,0,0,143,0,0,0,0,0,115,0,0,0,0,0,0
28053,1,Humphreys,County,4772,3169,1460,0,0,0,72,0,0,0,0,0,71,0,0,0,0,0,0
28055,1,Issaquena,County,709,382,306,0,0,0,9,0,0,0,0,0,12,0,0,0,0,0,0
28057,1,Itawamba,County,9215,1593,7379,0,0,0,128,0,0,0,0,0,115,0,0,0,0,0,0
28059,1,Jackson,County,52417,16043,34863,0,0,0,944,0,0,0,0,0,567,0,0,0,0,0,0
28061,1,Jasper,County,9097,4596,4232,0,0,0,111,0,0,0,0,0,158,0,0,0,0,0,0
